region,province,city,district,position,candidate_name,party,votes
REGION VI,ILOILO,BAROTAC VIEJO,LONE,COUNCILOR,"POMADO, ERLINDA (LP)",LP,5487
REGION VI,ILOILO,BAROTAC VIEJO,LONE,COUNCILOR,"TUGBANG, BINGBANG (NPC)",NPC,5308
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"MANAGAYTAY, ANTONET (IND)",IND,5201
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"CATEQUISTA, PANGKE (NPC)",NPC,4016
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"ESPINOSA, LLOYD (AKBYN)",AKBAYAN,3868
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"LARROZA, ROLANDO (LP)",LP,3784
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"BALETE, SANTOS JR (NPC)",NPC,3637
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"AYUPAN, RICARDO (LP)",LP,3564
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"COLENDRES, SUSAN (LP)",LP,3335
REGION VI,ILOILO,BATAD,LONE,COUNCILOR,"PACARDO, PEL (NPC)",NPC,3277
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"QUIMBA, JOY (LP)",LP,3943
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"RABAGO, ROL (LP)",LP,3159
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"BELLOGA, OMAL (NUP)",NUP,3099
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"PLAGATA, TED (LP)",LP,3017
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"CACHITE, NEMESIO (LP)",LP,2998
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"CELESTE, JOFE (NUP)",NUP,2731
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"DALIPE, EDUARDO (NUP)",NUP,2640
REGION VI,ILOILO,BINGAWAN,LONE,COUNCILOR,"SIMORA, LEOVY (LP)",LP,2619
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"TOBIAS, PATRICK ANTHONY (IND)",IND,13459
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"PUEYO, DOC BOBOY (LP)",LP,12654
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"CABALLERO-LUJAN, NOEMI (LP)",LP,11647
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"TOBIAS, FE (LP)",LP,10647
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"ALFARO, PLEBISCITO (UNA)",UNA,9805
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"GALINDO, ANTHONY III (LP)",LP,9097
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"NANDIN, REYNALDO (IND)",IND,9003
REGION VI,ILOILO,CABATUAN,LONE,COUNCILOR,"BORBON, JEBEE (LP)",LP,8300
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"GUSTILO, TOTO ANDREW (LP)",LP,14532
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"CASTAÑOS, TOTO ANDREW (LP)",LP,13248
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"CASPILLO, QP GOLD (LP)",LP,10911
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"CALVO, FRANCISCO (LP)",LP,10639
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"CASONO, GRETCHEL JOY (LP)",LP,10082
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"CASINAO, RENATO (IND)",IND,8527
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"CARMEN, HAZEL (LP)",LP,8352
REGION VI,ILOILO,CALINOG,LONE,COUNCILOR,"LAO, TEODORO II (LP)",LP,8329
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"BETITA, ARNOLD II (LP)",LP,14303
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"BARBOSA, LIBOY (LP)",LP,12075
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"MARCELO, ESBOY (LP)",LP,11972
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"BILLONES, GILROY (LP)",LP,11447
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"CORVERA, NONOY OMBER (LP)",LP,11053
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"SARROSA, GERE (LP)",LP,10168
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"GREGORIO, LUDY (LP)",LP,8684
REGION VI,ILOILO,CARLES,LONE,COUNCILOR,"MACAZO, KAP TING (LP)",LP,7937
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"VILLARUZ, MARK RUFFIN (LP)",LP,5656
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"GABAYERON, NONOY REYMOND (LP)",LP,5402
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"ORTIZ, YENYEN (LP)",LP,4919
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"CARRERA, CARLITO (LP)",LP,4670
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"MANDERICO, AMANG (LP)",LP,4625
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"GARILVA, JUN BEE (LP)",LP,4554
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"DE JULIAN, KAP INDANG (LP)",LP,4451
REGION VI,ILOILO,CONCEPCION,LONE,COUNCILOR,"AMANTE, LYN (IND)",IND,4441
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"QUICOY, JQ (AI)",AI,11952
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"ARIOLA, RENDEY (AI)",AI,11886
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"CAHUYA, RONALD (AI)",AI,10981
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"CABAYAO, EDWIN (AI)",AI,10288
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"PASQUIN, MIA MARIE (AI)",AI,10282
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"QUINLAT, BOY (AI)",AI,9716
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"RETINO, ROY (AI)",AI,7677
REGION VI,ILOILO,DINGLE,LONE,COUNCILOR,"BERIONES, MA SHIRLEY (AI)",AI,7352
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"LUMAYNO, IRENEO (AI)",AI,8371
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"LA-AB, FRANCIS (AI)",AI,6818
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"SORONGON, EDWIN (AI)",AI,6817
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"PEDREGOSA, SANTIAGO III (AI)",AI,6717
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"OLANO, DELBE (AI)",AI,6517
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"CATALAN, REY STEPHEN (UGYON)",UGYON,6392
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"LAMASAN, REY (UGYON)",UGYON,6241
REGION VI,ILOILO,DUENAS,LONE,COUNCILOR,"ACULLADOR, JOE (AI)",AI,6207
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"GOLEZ-OCAMPO, JASMIN (AI)",AI,15801
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"DIVINAGRACIA, WILHELM JR (LP)",LP,15019
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"DIASNES, JOJO (AI)",AI,14989
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"MARFITO, ALMAR (AI)",AI,14277
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"DOLENDO, IAN (LP)",LP,13964
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"DOROMAL, INDAY ROSE (LP)",LP,12232
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"ACEPCION, GEORGE (AI)",AI,11705
REGION VI,ILOILO,DUMANGAS,LONE,COUNCILOR,"GUMBAN, BRYAN (AI)",AI,11571
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"MOSQUEDA, CHIC (IND)",IND,9049
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"CORDERO, MARK (LP)",LP,8731
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"SULAM, ETING (IND)",IND,8423
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"SUMILE, ALAIN ROSS (NPC)",NPC,8250
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"PLACENCIA, WENG (UGYON)",UGYON,7965
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"GEALON, JAKIE MATTA (LP)",LP,7809
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"BATAGA, DAN (LP)",LP,7468
REGION VI,ILOILO,ESTANCIA,LONE,COUNCILOR,"ACLARO, BOY (LP)",LP,7297
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"SUYAO-LUJAN, MARY ANN (LP)",LP,12995
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"GERSABALINO, KENNETH (LP)",LP,10398
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"GEGATO, GIL (LP)",LP,10013
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"GELLANGARIN, FIDEL (IND)",IND,9478
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"GOMEZ, DOC (IND)",IND,8879
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"GELVERO, MARCELINO SR. (LP)",LP,8215
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"BASCO, FRANCIS (LP)",LP,7731
REGION VI,ILOILO,GUIMBAL,LONE,COUNCILOR,"GARRUCHA, TITA (LP)",LP,7414
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"QUIDATO, SHERWIN PAUL (IND)",IND,8554
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"GRAZA, JOSE NILO (NUP)",NUP,7000
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"VILLANUEVA, HAJJI LUZ (LP)",LP,6620
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"VALERA, FLOS CARMELI (LP)",LP,6491
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"EUCOGCO, ANNE KARMELA (IND)",IND,5856
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"AUTENCIO, ANTHONY (IND)",IND,5181
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"ESCANLAR, JOSE MA NELSON (LP)",LP,5057
REGION VI,ILOILO,IGBARAS,LONE,COUNCILOR,"ROBLES, VINCENT (LP)",LP,4892
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"GANZON, JEFFREY (LP)",LP,137088
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"TUPAS, MISIS LEX CANDICE (LP)",LP,121226
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"BARONDA, LOVE JAM (LP)",LP,119661
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"TREÑAS, JAY (LP)",LP,117925
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"MALABOR, MANDRIE (LP)",LP,104005
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"PEÑAREDONDO, ED (LP)",LP,101482
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"PARCON, ARMAND (LP)",LP,100638
REGION VI,ILOILO,ILOILO,LONE,COUNCILOR,"ALIM, JOSHUA (UNA)",UNA,99684
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"PARIAN, PAUL (LP)",LP,17304
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"ARNAO-NOBLEZA, MICK-MICK (LP)",LP,15355
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"BARRANCO, JOVEN (LP)",LP,14321
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"BARRANCO, RAYMUNDO EGAN (LP)",LP,13932
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"SOLIDARIOS, NOE (LP)",LP,12699
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"AMIGABLE, FELIZARDO (LP)",LP,12492
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"DEL CAMPO, LARRY (IND)",IND,10617
REGION VI,ILOILO,JANIUAY,LONE,COUNCILOR,"BRILLO, ELPID (LP)",LP,10614
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"CARMEN, RODEL (PDPLBN)",PDP LABAN,15490
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"LEONIDA, LEMIE (LP)",LP,13753
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"LOSBAÑES, NORLENE (LP)",LP,12930
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"PILLA, RAMIE (LP)",LP,12347
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"LOPEZ, RUBEN (LP)",LP,11465
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"PAPELERA, NILO (LP)",LP,11444
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"LARROZA, NOLI (LP)",LP,11287
REGION VI,ILOILO,LAMBUNAO,LONE,COUNCILOR,"LOSARIA, ARVIN (LP)",LP,11236
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"BARTOLOME, LYLE (LP)",LP,10040
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"GUILLERGAN, AMAY BADONG (UNA)",UNA,9189
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"JAEN, JUNJUN (LP)",LP,8955
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"JAEN, ADOP II (LP)",LP,8869
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"JINON, DOC FANNY (IND)",IND,8808
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"MARAÑON, IAN (NPC)",NPC,8471
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"SOL-JIMENO, JUDITH (LP)",LP,7814
REGION VI,ILOILO,LEGANES,LONE,COUNCILOR,"JINON, KAP DITO (LP)",LP,7664
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"DOPLAYNA, DIVAN (LP)",LP,8219
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"ARBAN, LIMWEL (LP)",LP,6823
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"VILLEGAS, OSCAR JR (LP)",LP,6600
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"GOLINGAY, BABY ANN (NPC)",NPC,6498
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"ESPIA, BONGBONG (NPC)",NPC,6365
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"DOPLAYNA, JELINE (IND)",IND,5758
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"ALMEÑANA, NIEL (LP)",LP,5675
REGION VI,ILOILO,LEMERY,LONE,COUNCILOR,"SEPANTON, JUNMAR (LP)",LP,5516
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CABANA, NENE IKA (LP)",LP,14742
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CAPILASTIQUE, EDWIN (UNA)",UNA,13168
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CAMPOSANO, ERIC (LP)",LP,12869
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CANGREJO, BEBE (UNA)",UNA,10935
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CAGAMPANG, BOY SUNOG (LP)",LP,10861
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"SEPIDA, ATET (LP)",LP,10776
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"CALICARAN, RUBEN (LP)",LP,9847
REGION VI,ILOILO,LEON,LONE,COUNCILOR,"MARQUEZ, JOSEPHINE (LP)",LP,9671
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"LOPERA-TROJILLO, YOYING (NUP)",NUP,9482
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"MALONES-SANCHEZ, SWEET (NUP)",NUP,9312
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"VILLAREAL, ARTHUR (NUP)",NUP,9297
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"BERMUDO, JOSE RENAN (NUP)",NUP,8688
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"TROJILLO, OKIT (NUP)",NUP,8335
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"MONDEJAR, JOHN (NUP)",NUP,7886
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"ALBACETE, ITIK (LP)",LP,7817
REGION VI,ILOILO,MAASIN,LONE,COUNCILOR,"MOLINA, DEXTER (NUP)",NUP,7680
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"MOLEJONA, JANJAN (LP)",LP,14960
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"TUPARAN, LUNINGNING (LP)",LP,14181
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"NISMAL, MONIT (LP)",LP,13967
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"GALVEZ, JUNJUN (LP)",LP,13576
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"NOCHETE, CARMELO (NPC)",NPC,13005
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"NAPUD, MA SALVE (NPC)",NPC,12975
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"NULADA, GEMMA (IND)",IND,12720
REGION VI,ILOILO,MIAGAO,LONE,COUNCILOR,"TORRECAMPO, MAZERT (LP)",LP,12402
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"MATTA, ARNEL (LP)",LP,5314
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"ESPIRITU, NOEL PATINGO (IND)",IND,4644
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"GRABATO, JUANITO JR (LP)",LP,4622
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"SALANIO, JOSE JR (LP)",LP,4527
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"DEFENSOR, INDAY KAREN (LP)",LP,4279
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"DABLEO, GERMAINE (UNA)",UNA,4219
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"NOVO, ARIEL (LP)",LP,4086
REGION VI,ILOILO,MINA,LONE,COUNCILOR,"JUSTADO, CELSO (LP)",LP,4046
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"ASOY, RENE (IND)",IND,6731
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"SIBOLINAO, NESTOR (UNA)",UNA,6246
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"ACOLLADOR, ISABELO (UNA)",UNA,5631
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"SALA, ISIDRO (UNA)",UNA,5314
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"BARELA, TEODORO (LP)",LP,5069
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"ACUERO, HENRY (UNA)",UNA,4585
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"LABARO, WILFREDO (UNA)",UNA,4464
REGION VI,ILOILO,NEW LUCENA,LONE,COUNCILOR,"SUMARAY, RODOLFO (UNA)",UNA,4417
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"FLORES, MIGS (LP)",LP,21497
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"SALINAS, JAFET (LP)",LP,18544
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"ESCANLAR, GRACE (NPC)",NPC,18152
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"ALISON, LEE (LP)",LP,16593
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"VILLAVICENCIO, BOY (IND)",IND,14810
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"NAD, HONORATO (LP)",LP,14342
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"GEONIGO, LORNA (IND)",IND,13245
REGION VI,ILOILO,OTON,LONE,COUNCILOR,"MORONES, LOURDES (LP)",LP,12962
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"CHAVEZ, MELINDA (AI)",AI,22881
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"MASNA, DOC (AI)",AI,19909
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"PALMARES, JOVI (AI)",AI,19504
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"PANTIN, MA NEFISA (AI)",AI,19209
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"PANES, HORACE (AI)",AI,17983
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"BURMAN, CARMELITA (AI)",AI,17443
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"SUMAGPAO, JUNJUN INDO (AI)",AI,16128
REGION VI,ILOILO,PASSI,LONE,COUNCILOR,"PANIZALES, BASAN (IND)",IND,15457
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"GORRICETA, LUIGI (LP)",LP,16539
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"SOTOMIL, MARK (LP)",LP,14916
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"GUMBAN, GYZZYN (NPC)",NPC,14901
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"GEROCHI, BIBO (LP)",LP,14635
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"TRIMAÑEZ, JOSE MARIA (LP)",LP,14300
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"SAYAT, JENNY (LP)",LP,12442
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"HUBAG, DANILO (LP)",LP,11916
REGION VI,ILOILO,PAVIA,LONE,COUNCILOR,"DE LA ROSA, ROLAND (LP)",LP,11419
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"PEÑAFLORIDA, KENT (LP)",LP,15650
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"PALU-AY, INDO (LP)",LP,15261
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"PEREZ, ITO (LP)",LP,14055
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"PEÑARANDA, TILO (LP)",LP,13607
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"TIRADOR, CURGING (LP)",LP,12888
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"LAZARO, ADI (LP)",LP,12702
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"CORDERO, PAL-PAL (LP)",LP,12472
REGION VI,ILOILO,POTOTAN,LONE,COUNCILOR,"DAYOT-SUMERGIDO, PANING (LP)",LP,11387
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"PEREZ, ERMA (NUP)",NUP,8093
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"LUMAWAG, ADONIS JR (NUP)",NUP,7002
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"LOPEZ, ROGER NEIL (LP)",LP,6850
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"LOPEZ, SALLY (LP)",LP,6529
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"VILLANUEVA, TESSIE (NPC)",NPC,6276
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"JACOMINA, CASH (NPC)",NPC,6091
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"BANO, VINCENT (LP)",LP,6075
REGION VI,ILOILO,SAN DIONISIO,LONE,COUNCILOR,"VILLANUEVA, DANNY (NPC)",NPC,5856
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"PANIZALES, ATTY PING (LP)",LP,8142
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"CORDERO, RHAYLAN (LP)",LP,7798
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"DE VICENTE, TOTO FRITZ (IND)",IND,7197
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"FERNANDEZ, NIÑO (IND)",IND,6200
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"SUMIDO, MARGIE (LP)",LP,5638
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"BUYCO, ARIEL (LP)",LP,5516
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"PALOMADO, EDMUNDO (AI)",AI,5410
REGION VI,ILOILO,SAN ENRIQUE,LONE,COUNCILOR,"PACLIBAR, JULIUS (AI)",AI,4771
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"LAZARO, JOE ABAD JR (LP)",LP,16984
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"NACION, VIYONG (LP)",LP,16812
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SERVIDAD, EDDIE (LP)",LP,15174
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"DIEZ, BERNARD (LP)",LP,14203
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SELIBIO, OPER (LP)",LP,13252
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SARINAS, CADAY (LP)",LP,13156
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SANTAMENA, GERARDO (LP)",LP,10670
REGION VI,ILOILO,SAN JOAQUIN,LONE,COUNCILOR,"SANTISTEBAN, PETUA (LP)",LP,9562
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"SACLAUSO, NONOY PENTAGON (NUP)",NUP,6800
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"CASTILLO, NONITO SR (LP)",LP,6588
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"VILLARICO, ROBERT LEEE (LP)",LP,5936
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"GIERGOS-SALES, ROSE (IND)",IND,5206
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"SORONGON, ELSIE (NUP)",NUP,5080
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"SABIJON, TERESITA (NUP)",NUP,4957
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"MONDEJAR, JEBOY (UNA)",UNA,4949
REGION VI,ILOILO,SAN MIGUEL,LONE,COUNCILOR,"SALMO, REY (NUP)",NUP,4830
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"BALLEZA, TAPOL (LDP)",LDP,4765
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"AGOTO, DUNKIN (LDP)",LDP,4525
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"BALASICO, JIJI (LDP)",LDP,4285
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"RUTO, RR (PDPLBN)",PDP LABAN,3830
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"CABUROBIAS, ANALIN (NPC)",NPC,3291
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"BALLARET, LITO (LP)",LP,2928
REGION VI,ILOILO,SAN RAFAEL,LONE,COUNCILOR,"GUMBAN, JOE MAR (NPC)",NPC,2830
